29	2	0.53	0	0.99	0.02	0.01	0.45	0.52	0.33	0.25	0.03	1	0.37	0.28	0.42	0.36	0.12	0.41	0.33	0.26	0.24	0.16	0.15	0.45	0.33	0.01	0.45	0.49	0.13	0.34	0.63	0.44	0.29	0.5	0.26	0.48	0.31	0.51	0.51	0.52	0.69	0.69	0.76	0.62	0.65	0.67	0	0.06	0.11	0.09	0.08	0.01	0	0	0.98	0.02	0.21	0.23	0.58	0.56	0.55	0.11	0.39	0.5	0.02	0.83	0.76	0.02	0.6	0.15	0.2	0.1	0.3	0.3	0.34	0.42	0.21	0	0	0.01	0.84	0.66	0.59	0.83	0.14	0.04	0.16
9	2	0.38	0.24	0.76	0.12	0.06	0.32	0.5	0.32	0.48	0.09	1	0.4	0.22	0.46	0.51	0.22	0.51	0.41	0.37	0.37	0.36	0.25	0.26	0.46	0.03	0.29	0.44	0.26	0.32	0.58	0.41	0.4	0.39	0.35	0.47	0.53	0.49	0.5	0.44	0.56	0.58	0.65	0.58	0.48	0.61	0.03	0.29	0.36	0.44	0.48	0.18	0.18	0.21	0.79	0.1	0.2	0.18	0.39	0.49	0.29	0.11	0.64	0	0.07	0.76	0.46	0.07	0.4	0.11	0.16	0.32	0.5	0.54	0.53	0.49	0.6	0.04	0	0.25	0.73	0.67	0.8	0.76	0.42	0.19	0.12
49	2	1	0	0.95	0.09	0.05	0.66	0.64	0.4	0.16	0.11	1	0.32	0.44	0.47	0.31	0.24	0.42	0.29	0.16	0.15	0.06	0.07	0.16	0.21	0.05	0.08	0.15	0.49	0.24	0.57	0.36	0.64	0.34	0.51	0.12	0.35	0.23	0.19	1	0.87	0.91	0.87	0.8	0.28	0.27	0	0.03	0.5	0.57	0.57	0.11	0.09	0.09	0.9	0.04	1	1	1	1	0.81	0.3	0.31	0.5	0.02	0.95	0.62	0.12	0.73	0.1	0.06	0.14	0.21	0.24	0.21	0.3	0.43	0	0	0.08	0.67	0.5	0.67	0.61	0.31	0.12	0.03
40	2	0.61	0.01	0.92	0.02	0.04	0.54	0.53	0.3	0.12	0.02	1	0.41	0.55	0.46	0.15	0.13	0.37	0.38	0.26	0.26	0.22	0.16	0.02	0.28	0	0.14	0.28	0.19	0.24	0.73	0.33	0.3	0.32	0.31	0.35	0.22	0.41	0.4	0.58	0.8	0.81	0.91	0.84	0.72	0.73	0	0.01	0.13	0.26	0.22	0.01	0.01	0.01	0.98	0.01	0.18	0.21	0.67	0.65	0.63	0.11	0.17	0.5	0.01	0.69	0.75	0.13	0.81	0.1	0.18	0.09	0.26	0.28	0.34	0.22	0.31	0	0	0.01	0.6	0.53	0.43	0.65	0.07	0	0.07
48	2	0.38	0.25	0.77	0	0.06	0.49	0.47	0.35	0.61	0	0	0.21	0.3	0.4	0.68	0.22	0.52	0.26	0.26	0.28	0.14	0	0	0.3	0.01	0.41	0.46	0.27	0.44	0.36	0.34	0.42	0.51	0.33	0.53	0.31	0.5	0.53	0.42	0.61	0.57	0.59	0.69	0.39	0.49	0.01	0.23	0.63	0.74	0.69	0.09	0.1	0.09	0.93	0.12	0.19	0.18	0.36	0.33	0.43	0.15	0.53	0.5	0.03	0.56	0.59	0.33	0.44	0.49	0.41	0.08	0.18	0.18	0.22	0.38	0.3	0	0	0.07	0.73	0.56	0.51	0.82	0.08	0	0.43
39	3	0.36	0.35	0.71	0.04	0.02	0.4	0.5	0.34	0.49	0.08	1	0.18	0.1	0.4	0.54	0.56	0.57	0.22	0.23	0.24	0.2	0.16	0.88	0.21	0.08	0.38	0.53	0.19	0.58	0.28	0.67	0.35	0.67	0.29	0.66	0.49	0.68	0.69	0.4	0.42	0.43	0.46	0.48	0.45	0.41	0.04	0.38	0.17	0.16	0.16	0.03	0.03	0.02	0.92	0.04	0.2	0.17	0.32	0.37	0.29	0.07	0.54	0.5	0.09	0.69	0.49	0.57	0.29	0.55	0.2	0.07	0.17	0.16	0.18	0.43	0.18	0.02	0	0.08	0.78	0.55	0.76	0.84	0.15	0.07	1
21	3	0.36	0.15	0.87	0.02	0.01	0.38	0.51	0.31	0.45	0.07	1	0.16	0.11	0.31	0.59	0.48	0.41	0.18	0.17	0.18	0.16	0.11	0.09	0.42	0.08	0.6	0.66	0.14	0.49	0.39	0.38	0.28	0.53	0.25	0.87	0.48	0.74	0.83	0.53	0.36	0.37	0.32	0.38	0.49	0.51	0.05	0.51	0.26	0.25	0.3	0.01	0.01	0.01	0.97	0.02	0.34	0.26	0.36	0.45	0.32	0.2	0.74	0	0.09	0.61	0.39	0.85	0	0.5	0.33	0.05	0.15	0.17	0.14	0.48	0.22	0.03	0	0.01	0.77	0.55	0.71	0.7	0.27	0.39	0.66
39	3	0.47	0.27	0.67	0.02	0.31	0.46	0.48	0.3	0.44	0.11	1	0.21	0.1	0.35	0.54	0.71	0.7	0.23	0.19	0.21	0.19	0.19	0.51	0.26	0.13	0.39	0.57	0.1	0.62	0.3	0.7	0.39	0.72	0.22	0.57	0.41	0.61	0.62	0.56	0.41	0.41	0.4	0.44	0.3	0.23	0.06	0.37	0.08	0.07	0.07	0.01	0.01	0.01	0.71	0.17	0.34	0.32	0.51	0.51	0.51	0.16	0.43	0.5	0.07	0.82	0.53	0.46	0.35	0.52	0.18	0.08	0.19	0.19	0.21	0.56	0.18	0.01	0.01	0.08	0.73	0.69	0.89	0.83	0.25	0.04	0.13
25	3	0.4	0.04	0.9	0.1	0.15	0.33	0.51	0.3	0.41	0.06	1	0.4	0.16	0.44	0.46	0.3	0.47	0.41	0.37	0.36	0.4	0.17	0.35	0.31	0.02	0.36	0.42	0.3	0.45	0.59	0.73	0.32	0.48	0.45	0.42	0.4	0.42	0.44	0.44	0.69	0.71	0.74	0.63	0.63	0.64	0.01	0.19	0.28	0.31	0.36	0.14	0.13	0.14	0.7	0.22	0.17	0.16	0.42	0.51	0.35	0.1	0.57	0	0.04	0.84	0.48	0.05	0.44	0.09	0.39	0.31	0.41	0.46	0.41	0.4	0.54	0.01	0	0.22	0.72	0.59	0.73	0.7	0.11	0.04	0.17
6	4	0.51	0.04	0.64	1	0.1	0.38	0.32	0.23	0.39	0.07	1	1	0.43	0.84	0.34	0.07	0.62	1	1	1	0.93	0.22	0.64	0.89	0.01	0.05	0.05	0.88	0.08	0.53	0.48	0.53	0.08	0.97	0.22	0.3	0.29	0.27	0.43	0.9	0.89	0.92	0.83	0.1	0.11	0.01	0.06	0.47	0.48	0.45	0.84	0.66	0.54	0.52	0.24	0.18	0.21	0.55	0.53	0.53	0.12	0.2	0.5	0.03	0.89	0.8	0.09	0.56	0	0.02	1	1	1	1	0.51	0.49	0	0	0.69	0.34	0.72	0.77	0.65	0.25	0.05	0.13
28	4	0.61	1	0	0.01	0.01	0.62	0.51	0.35	0.37	0.03	1	0.16	0.07	0.17	0.58	0.64	0.53	0.16	0.12	0.23	0.18	0.24	0.28	0.36	0.04	0.46	0.62	0.15	1	0.23	0.91	0.32	0.69	0.22	0.64	0.49	0.58	0.63	0.7	0.4	0.3	0.48	0.45	0.58	0.52	0.03	0.62	0.31	0.25	0.21	0.01	0.01	0	0.97	0.05	0.52	0.51	0.67	0.64	0.66	0.29	0.34	0.5	0.03	0.61	0.75	0.8	0.52	0.66	0.27	0.05	0.11	0.11	0.13	0.62	0.46	0	0	0.01	0.8	0.87	0.94	0.87	0.06	0.02	0.32
48	4	1	0	0.71	0.01	1	0.66	0.61	0.42	0.37	0.02	1	0.09	0.58	0.13	0.59	1	0.33	0.06	0.01	0.01	0.56	0.37	0.02	0.16	0.04	1	1	0.12	1	0.08	0.25	0.54	0.52	0.27	0.27	0.48	0.4	0.36	1	0.54	0.48	0.46	0.51	0.26	0.2	0.01	0.28	0.26	0.38	0.43	0.21	0.29	0.4	0	1	1	1	1	1	1	1	0.66	0	0.05	0.02	0.67	0.51	0.71	1	1	0.02	0.04	0.06	0.02	0.7	0.49	0	0	0.54	0.68	0.79	0.79	0.79	0.24	0.03	0.12
12	4	0.43	0.27	0.76	0.09	0.04	0.32	0.38	0.21	0.5	0.03	1	0.38	0.1	0.55	0.5	0.11	0.76	0.38	0.36	0.36	0.35	0.16	0.25	0.51	0.01	0.13	0.23	0.33	0.32	0.57	0.41	0.43	0.27	0.53	0.54	0.26	0.54	0.56	0.37	0.68	0.66	0.68	0.59	0.66	0.71	0	0.11	0.22	0.28	0.29	0.08	0.06	0.07	0.9	0.05	0.17	0.18	0.45	0.43	0.44	0.1	0.29	0.5	0.02	0.74	0.75	0.09	0.69	0.12	0.05	0.13	0.41	0.4	0.43	0.38	0.43	0	0	0.13	0.22	0.43	0.59	0.45	0.14	0.03	0.23
4	4	0.26	0.01	0.93	0.03	0.13	0.33	0.32	0.27	0.92	0	0	0.18	0.15	0.59	0.82	0.22	0.86	0.23	0.3	0.29	0.11	0.12	0.35	0.28	0.03	0.18	0.27	0.37	0.43	0.15	0.13	0.68	0.26	0.45	0.59	0.36	0.56	0.59	0.2	0.58	0.62	0.76	0.64	0.45	0.51	0.01	0.09	0.2	0.2	0.17	0.05	0.04	0.03	0.89	0.03	0.13	0.11	0.23	0.23	0.27	0.12	0.66	0	0.1	0.39	0.58	0.07	0.73	0.45	0.27	0.23	0.29	0.34	0.29	0.74	0.56	0.01	0	0.1	0.18	0.31	0.32	0.25	0.07	0	0.18
39	4	0.41	0.08	0.92	0.03	0.01	0.42	0.47	0.3	0.41	0	0	0.18	0.22	0.33	0.56	0.6	0.52	0.19	0.18	0.17	0.19	0.18	0.28	0.27	0.05	0.33	0.53	0.13	0.75	0.36	0.61	0.33	0.68	0.23	0.73	0.28	0.67	0.72	0.47	0.54	0.55	0.58	0.6	0.46	0.46	0.02	0.24	0.24	0.23	0.38	0	0.01	0.01	0.98	0.02	0.22	0.21	0.44	0.44	0.44	0.08	0.43	0.5	0.05	0.7	0.53	0.26	0.13	0.73	0.47	0.03	0.14	0.12	0.18	0.45	0.14	0	0	0.02	0.85	0.58	0.79	0.81	0.36	0.06	0.09
25	4	0.39	0.02	0.95	0.11	0.04	0.28	0.44	0.24	0.41	0.02	1	0.52	0.5	0.59	0.44	0.16	0.47	0.54	0.48	0.47	0.72	0.04	0.33	0.55	0	0.14	0.22	0.46	0.36	0.67	0.78	0.35	0.24	0.56	0.35	0.49	0.39	0.39	0.44	0.72	0.74	0.81	0.37	0.6	0.64	0	0.1	0.26	0.26	0.36	0.1	0.1	0.12	0.86	0.08	0.19	0.18	0.43	0.49	0.33	0.06	0.4	0.5	0.01	0.87	0.58	0	0.31	0.05	0	0.38	0.52	0.66	0.54	0.37	0.53	0	0	0.19	0.74	0.64	0.8	0.73	0.16	0.08	0.11
44	4	0.44	0.01	0.99	0.03	0.01	0.3	0.4	0.26	0.57	0.04	0.87	0.35	0.27	0.49	0.61	0.28	0.52	0.37	0.31	0.3	0.33	0.23	0.23	0.2	0.02	0.37	0.58	0.2	0.29	0.51	0.49	0.35	0.42	0.33	0.33	0.38	0.37	0.36	0.47	0.75	0.75	0.87	0.53	0.37	0.52	0.01	0.1	0.12	0.14	0.14	0.05	0.03	0.03	0.82	0.08	0.14	0.15	0.46	0.55	0.21	0.05	0.44	0.5	0.02	0.87	0.69	0.31	0.54	0.03	0.09	0.31	0.34	0.42	0.37	0.51	0.62	0	0	0.12	0.89	0.84	0.94	0.88	0.09	0.09	0.04
1	4	0.39	0.02	0.96	0.09	0.01	0.36	0.33	0.21	0.52	0.03	1	0.63	0.24	0.81	0.5	0.07	0.51	0.7	0.72	0.69	0.65	0.3	0.49	0.49	0	0.04	0.06	0.88	0.09	0.49	0.15	0.72	0.04	0.91	0.18	0.23	0.37	0.31	0.4	0.84	0.88	0.88	0.73	0.44	0.4	0	0.05	0.34	0.45	0.45	0.1	0.06	0.07	0.94	0.04	0.09	0.1	0.42	0.46	0.26	0.02	0.25	0.5	0.02	0.86	0.72	0.05	0.63	0.01	0.17	0.34	0.34	0.38	0.38	0.35	0.2	0	0	0.08	0.6	0.54	0.64	0.6	0.19	0	0.01
48	5	0.49	0.05	0.77	0.14	0.37	0.36	0.44	0.27	0.31	0.04	1	0.44	0.28	0.53	0.34	0.09	0.42	0.41	0.41	0.45	0.23	0.17	0.28	0.26	0.01	0.3	0.34	0.4	0.32	0.68	0.42	0.18	0.32	0.44	0.43	0.35	0.59	0.54	0.49	0.71	0.67	0.77	0.68	0.71	0.74	0.01	0.14	0.53	0.67	0.77	0.42	0.44	0.53	0.64	0.38	0.36	0.36	0.54	0.42	0.77	0.34	0.25	0.5	0.02	0.83	0.64	0.38	0.52	0.25	0.16	0.2	0.43	0.51	0.46	0.4	0.22	0	0	0.4	0.49	0.61	0.68	0.71	0.17	0.1	0.16
48	5	0.61	0.32	0.62	0.23	0.16	0.55	0.71	0.49	0.06	0.04	1	0.21	0.29	0.29	0.1	0.19	0.7	0.17	0.15	0.15	0.21	0.24	0.15	0.25	0.03	0.13	0.19	0.21	0.51	0.65	0.1	0.48	0.3	0.31	0.31	0.19	0.4	0.37	0.6	0.78	0.76	0.81	0.6	0.47	0.42	0	0.06	0.44	0.43	0.47	0.21	0.2	0.18	0.78	0.08	0.23	0.25	0.67	0.65	0.68	0.26	0.41	0.5	0.06	0.44	0.38	0.04	0.77	0.32	1	0.08	0.26	0.27	0.29	0.55	0.52	0	0	0.21	0.18	0.18	0	0	0.21	0.01	0.17
46	5	0.32	0	0.97	0.02	0	0.42	0.45	0.32	0.58	0	0	0.14	0.97	0.55	0.7	0.36	0.31	0.2	0.17	0.17	0.01	0.08	0.16	0.25	0.02	0.49	0.42	0.23	0.26	0.52	0.36	0.56	0.46	0.34	0.34	0.4	0.32	0.34	0.45	0.69	0.74	0.64	0.71	0.9	0.89	0	0.1	0.09	0.08	0.07	0.01	0.01	0	0.95	0.02	0.22	0.17	0.31	0.46	0.16	0.08	0.59	0	0.02	0.76	0.46	0.08	0.46	0.42	0.32	0.04	0.12	0.13	0.1	0.43	0.26	0	0	0.02	0.82	0.59	0.61	0.8	0.12	0.01	0.08
34	5	0.97	0.17	0.74	0.43	0.09	1	1	1	0.31	0	0	0.52	0.07	0.81	0.47	0.11	0.47	0.69	0.56	0.63	0.27	0.19	0.17	0.26	0.01	0.24	0.18	1	0.15	0.4	0.12	1	0.04	0.89	0.14	1	0.24	0.19	0.26	0.7	0.7	0.71	0.71	0.46	0.47	0	0.21	0.84	0.77	0.71	0.84	0.89	0.63	0.66	0.16	0.17	0.13	0.21	0.3	0.21	0.13	0.52	0.5	0.01	0.72	0.29	0.37	0	0.03	0	0.97	0.67	0.87	0.68	0.33	0.46	0	0	0.51	0.14	0.17	0	0	0.55	0.29	0.03
6	6	0.71	0.25	0.08	1	0.19	0.4	0.42	0.21	0.11	0.03	1	0.73	0.15	0.59	0.06	0.21	0.21	0.65	0.47	0.55	0.51	0.27	0.38	0.52	0	0.13	0.14	0.56	0.24	0.83	0.23	0.36	0.24	0.55	0.29	0.33	0.37	0.34	0.77	0.86	0.83	0.89	0.83	0.86	0.93	0	0.03	0.26	0.38	0.44	0.44	0.51	0.7	0.3	0.29	0.52	0.54	0.78	0.73	0.85	0.36	0.37	0.5	0.02	0.77	0.88	0.04	0.96	0.02	0.29	0.58	0.92	1	0.98	0.52	0.86	0	0	0.93	0.46	0.3	0.33	0.75	0.25	0.35	0.13
12	6	0.23	0.56	0.54	0.03	0.1	0.18	0.32	0.18	0.85	0.11	1	0.3	0.15	0.54	0.77	0.25	0.52	0.32	0.42	0.55	0.17	1	0.34	0.45	0.1	0.33	0.45	0.28	0.39	0.29	0.16	0.31	0.32	0.37	0.76	0.42	0.62	0.7	0.26	0.25	0.17	0.41	0.28	0.54	0.58	0.11	0.66	0.42	0.5	0.63	0.29	0.37	0.46	0.72	0.26	0.33	0.24	0.21	0.17	0.33	0.35	0.87	0	0.56	0	0.56	0.08	0.69	0.38	0.16	0.32	0.42	0.5	0.43	0.66	0.59	0.01	0.15	0.42	0.2	0.5	0.67	0.55	0.3	0.2	1
42	6	0.47	0.78	0.35	0.03	0.09	0.43	0.49	0.31	0.51	0.02	1	0.22	0	0.3	0.6	0.57	0.73	0.22	0.18	0.25	0.2	0.11	0.18	0.26	0.02	0.34	0.57	0.14	0.43	0.36	0.48	0.58	0.53	0.17	0.54	0.67	0.62	0.62	0.6	0.12	0.13	0.23	0.05	0.42	0.5	0.03	1	0.38	0.62	0.59	0.02	0.07	0.09	0.85	0.16	0.46	0.4	0.5	0.56	0.47	0.16	0.41	0.5	0.01	0.72	0.39	1	0	0.38	0.14	0.12	0.29	0.34	0.3	0.59	0.58	0.04	0	0.08	0.87	0.67	0.9	0.86	0.5	0.27	0.44
53	6	0.36	0.02	0.92	0.21	0.03	0.35	0.41	0.25	0.4	0.02	1	0.42	0.2	0.62	0.47	0.1	0.52	0.48	0.43	0.42	0.5	0.26	0.31	0.6	0	0.08	0.15	0.43	0.15	0.67	0.41	0.39	0.27	0.54	0.53	0.34	0.6	0.59	0.4	0.71	0.77	0.93	0.6	0.28	0.56	0	0.08	0.14	0.19	0.25	0.05	0.05	0.08	0.9	0.03	0.17	0.16	0.39	0.48	0.24	0.09	0.53	0.5	0.01	0.84	0.59	0.07	0.81	0.06	0	0.39	0.47	0.54	0.47	0.4	0.49	0	0	0.19	0.49	0.39	0.52	0.62	0.19	0.38	0.09
25	6	0.38	0.04	0.93	0.14	0.03	0.25	0.44	0.24	0.41	0.05	0.98	0.62	0.36	0.73	0.42	0.18	0.45	0.62	0.59	0.57	0.43	0.11	0.56	0.46	0.01	0.09	0.14	0.69	0.27	0.71	0.3	0.64	0.14	0.71	0.26	0.49	0.32	0.3	0.43	0.81	0.81	0.93	0.83	0.59	0.66	0	0.07	0.36	0.36	0.37	0.17	0.15	0.13	0.88	0.06	0.17	0.15	0.4	0.52	0.2	0.04	0.42	0.5	0.03	0.81	0.6	0.04	0.31	0.02	0.14	0.48	0.72	0.83	0.75	0.34	0.49	0	0	0.2	0.71	0.71	0.69	0.7	0.17	0.4	0.08
33	6	0.37	0.01	0.98	0.04	0.02	0.33	0.49	0.3	0.42	0	0	0.35	0.15	0.61	0.47	0.17	0.49	0.38	0.37	0.36	0.31	0.22	0.31	0.4	0.02	0.18	0.25	0.45	0.38	0.52	0.3	0.63	0.27	0.54	0.68	0.45	0.6	0.66	0.38	0.61	0.65	0.71	0.51	0.67	0.77	0.01	0.14	0.2	0.18	0.2	0.03	0.04	0.03	0.92	0.03	0.11	0.1	0.32	0.45	0.23	0.05	0.64	0	0.08	0.61	0.41	0.03	0.5	0.26	0.33	0.25	0.44	0.49	0.45	0.51	0.66	0.03	0	0.08	0.54	0.41	0.5	0.53	0.05	0.05	0.06
13	6	0.43	0.09	0.88	0.11	0.05	0.39	0.46	0.28	0.19	0.08	1	0.67	0.21	0.61	0.16	0.07	0.24	0.7	0.65	0.66	0.39	0.47	0.36	0.48	0.01	0.09	0.1	0.75	0.1	0.79	0.25	0.27	0.12	0.66	0.4	0.34	0.5	0.47	0.45	0.8	0.83	0.88	0.77	0.42	0.49	0.01	0.07	0.58	0.64	0.65	0.24	0.23	0.21	0.89	0.09	0.13	0.14	0.47	0.55	0.3	0.05	0.34	0.5	0.11	0.56	0.62	0.01	0.88	0.07	0.07	0.39	0.46	0.51	0.49	0.38	0.59	0	0	0.18	0.25	0.34	0.17	0.1	0.12	0.11	0.08
6	6	1	0.05	0.51	0.6	1	0.58	0.79	0.58	0.14	0.46	1	0.39	0.18	0.26	0.25	0.4	0.27	0.31	0.17	0.18	0.35	0.24	0.22	0.23	0.47	1	0.9	0.15	0.56	0.59	0.7	0.11	0.79	0.15	0.3	0.74	0.45	0.38	1	0.64	0.51	0.72	0.67	0.54	0.43	0.28	0.51	0.68	0.71	0.77	1	1	1	0	1	1	1	1	1	1	1	0.75	0	0.18	0.84	0.36	0.25	0.6	0.27	0.47	0.46	0.68	0.81	0.67	0.77	0.75	0.11	0.58	1	0.28	0.35	0.62	0.48	0.91	0.48	0.45
6	7	0.63	0.11	0.6	0.42	0.55	0.45	0.63	0.42	0.31	0.03	1	0.36	0.17	0.44	0.4	0.41	0.58	0.33	0.29	0.32	0.27	0.2	0.26	0.3	0.01	0.32	0.35	0.24	0.28	0.65	0.3	0.27	0.35	0.38	0.58	0.57	0.67	0.64	0.65	0.59	0.58	0.63	0.51	0.68	0.57	0.01	0.28	0.35	0.43	0.43	0.22	0.33	0.34	0.52	0.37	0.58	0.52	0.6	0.43	0.75	0.63	0.64	0	0.04	0.59	0.34	0	0.63	0.08	0.07	0.44	0.65	0.75	0.64	0.65	0.84	0	0	0.45	0.35	0.3	0.4	0.39	0.38	0.07	0.2
